ProductId,ProductName,ProductType,Color,OrderQuantity,Size,Category,Country,Date,PurchasePrice,SellingPrice
4,Water Bottle,Accessory,Red,40,Medium,Hydration,United Kingdom,11/7/2019,94.67,198.42
6,Bike Pump,Accessory,Green,48,Small,Hydration,Sweden,8/31/2018,119.28,142.08
4,Water Bottle,Accessory,Red,68,Large,Hydration,United Kingdom,12/11/2021,100.25,371.16
3,Bike Lights,Accessory,Blue,48,Medium,Hydration,Sweden,10/1/2018,111.46,185.26
6,Bike Pump,Accessory,Blue,63,Large,Hydration,Germany,8/22/2020,87.36,318.03
7,Cycling Jacket,Accessory,Red,63,Large,Hydration,Netherlands,7/3/2020,137.31,147.51
1,Bike Lock,Accessory,Blue,28,Medium,Hydration,Spain,2/19/2019,132.88,373.29
7,Cycling Jacket,Accessory,Red,58,Large,Hydration,Sweden,1/8/2022,94.18,312.08
4,Water Bottle,Accessory,Yellow,28,Large,Hydration,France,7/24/2020,95.34,266.14
7,Cycling Jacket,Accessory,Blue,44,Large,Hydration,France,7/31/2022,122.33,233.89
1,Bike Lock,Accessory,Red,27,Medium,Hydration,France,1/13/2021,92.37,317.61
1,Bike Lock,Accessory,Green,43,Medium,Hydration,Switzerland,4/18/2022,90.89,336.47
4,Water Bottle,Accessory,Green,49,Small,Hydration,Spain,9/17/2021,87.56,312.75
2,Bike Bell,Accessory,Red,59,Medium,Safety,France,4/2/2019,89.31,160.02
4,Water Bottle,Accessory,Blue,68,Medium,Safety,Germany,2/16/2020,121.91,241.64
3,Bike Lights,Accessory,Red,34,Large,Safety,Italy,1/24/2022,77.56,382.79
4,Water Bottle,Accessory,Blue,64,Small,Safety,Germany,2/2/2018,126.61,368.03
1,Bike Lock,Accessory,Blue,63,Large,Safety,France,12/11/2021,53.36,289.39
1,Bike Lock,Accessory,Blue,50,Large,Safety,France,3/25/2022,93.9,273.43
3,Bike Lights,Accessory,Blue,39,Medium,Safety,Netherlands,10/16/2019,131.58,326.17
2,Bike Bell,Accessory,Blue,67,Large,Safety,France,7/18/2019,102.13,238.73
6,Bike Pump,Accessory,Green,52,Large,Safety,Switzerland,12/7/2019,105.59,137.89
4,Water Bottle,Accessory,Blue,51,Small,Safety,Sweden,3/26/2022,64.92,228.53
3,Bike Lights,Accessory,Yellow,70,Large,Safety,Switzerland,4/29/2018,64.44,252.33
5,Cycling Gloves,Accessory,Yellow,33,Medium,Safety,Italy,11/8/2019,88.84,195.12
1,Bike Lock,Accessory,Red,59,Small,Safety,Switzerland,7/4/2019,122.46,177.38
2,Bike Bell,Accessory,Green,62,Medium,Safety,Germany,9/8/2020,122.43,278.68
1,Bike Lock,Accessory,Blue,38,Large,Safety,Sweden,8/29/2018,143.72,389.57
5,Cycling Gloves,Accessory,Green,70,Medium,Safety,Netherlands,2/4/2021,70.45,376.66
4,Water Bottle,Accessory,Yellow,59,Small,Safety,Sweden,1/7/2020,114.87,209.82
7,Cycling Jacket,Accessory,Green,55,Medium,Safety,Netherlands,2/21/2019,126.16,213.06
1,Bike Lock,Accessory,Yellow,61,Medium,Safety,United Kingdom,2/3/2018,136.41,328.84
2,Bike Bell,Accessory,Yellow,37,Large,Safety,Germany,9/3/2022,82.99,229.46
6,Bike Pump,Accessory,Yellow,68,Small,Safety,Sweden,9/27/2020,83.76,334.92
6,Bike Pump,Accessory,Red,47,Large,Safety,Spain,9/27/2020,66.93,323.09
1,Bike Lock,Accessory,Yellow,29,Small,Safety,France,4/15/2022,144.52,308.76
7,Cycling Jacket,Accessory,Yellow,65,Medium,Safety,Germany,1/19/2018,73.14,319.47
1,Bike Lock,Accessory,Red,64,Small,Safety,Sweden,9/16/2020,113.77,381.82
5,Cycling Gloves,Accessory,Green,60,Small,Safety,United Kingdom,1/19/2022,91.13,129.6
5,Cycling Gloves,Accessory,Red,69,Large,Safety,Italy,1/3/2019,117.4,346.7
2,Bike Bell,Accessory,Green,40,Medium,Safety,Netherlands,7/28/2022,69.19,269.78
1,Bike Lock,Accessory,Green,48,Large,Safety,Germany,5/14/2019,145.93,251.22
7,Cycling Jacket,Accessory,Red,30,Medium,Safety,France,4/5/2022,115.37,361.01
4,Water Bottle,Accessory,Red,49,Medium,Safety,Spain,1/20/2018,105.27,140.43
7,Cycling Jacket,Accessory,Red,52,Small,Safety,Italy,10/24/2022,114.49,216.1
2,Bike Bell,Accessory,Green,69,Large,Safety,Italy,4/6/2018,138.76,255.76
5,Cycling Gloves,Accessory,Blue,67,Large,Safety,France,10/7/2019,53.29,380.41
2,Bike Bell,Accessory,Blue,70,Large,Safety,Spain,9/5/2019,132.09,380.44
7,Cycling Jacket,Accessory,Red,49,Large,Safety,Spain,2/26/2020,117.7,273.65
6,Bike Pump,Accessory,Green,47,Large,Safety,Italy,9/14/2022,55.37,245.2
7,Cycling Jacket,Accessory,Red,64,Large,Safety,Netherlands,5/4/2022,145.49,234.09
3,Bike Lights,Accessory,Blue,53,Large,Safety,Switzerland,2/8/2020,99.06,222.85
5,Cycling Gloves,Accessory,Red,67,Small,Safety,Germany,8/28/2019,88.01,337.35
3,Bike Lights,Accessory,Green,34,Medium,Safety,Switzerland,11/12/2018,88,340.57
1,Bike Lock,Accessory,Red,30,Small,Safety,United Kingdom,1/8/2020,50.52,209.77
1,Bike Lock,Accessory,Red,36,Small,Safety,Switzerland,11/15/2020,93.1,278.17
1,Bike Lock,Accessory,Yellow,47,Small,Safety,Netherlands,5/26/2022,105.42,289.15
3,Bike Lights,Accessory,Blue,51,Large,Safety,Germany,2/19/2021,88.78,148.29
4,Water Bottle,Accessory,Red,35,Small,Safety,Spain,10/6/2020,63.88,207.81
4,Water Bottle,Accessory,Green,42,Small,Safety,Netherlands,6/7/2018,92.11,258.16
6,Bike Pump,Accessory,Blue,65,Medium,Safety,Italy,7/26/2020,99.58,294.58
1,Bike Lock,Accessory,Yellow,50,Medium,Safety,Netherlands,7/5/2022,83.22,295.55
4,Water Bottle,Accessory,Yellow,66,Medium,Safety,Germany,10/19/2019,147.42,162.43
2,Bike Bell,Accessory,Blue,50,Medium,Safety,Sweden,11/24/2021,146.87,205.15
4,Water Bottle,Accessory,Blue,42,Large,Safety,Germany,8/22/2018,131.65,233.06
7,Cycling Jacket,Accessory,Yellow,60,Medium,Safety,Germany,12/21/2021,52.69,324.98
7,Cycling Jacket,Accessory,Yellow,69,Small,Safety,Switzerland,6/17/2022,56.92,358.14
6,Bike Pump,Accessory,Yellow,44,Small,Safety,Switzerland,1/4/2022,74.2,306.13
4,Water Bottle,Accessory,Red,63,Medium,Safety,Switzerland,11/3/2020,97.92,235.22
6,Bike Pump,Accessory,Green,59,Small,Safety,Germany,8/12/2018,109.38,376.46
6,Bike Pump,Accessory,Green,64,Medium,Safety,Switzerland,10/19/2021,54.43,395.49
1,Bike Lock,Accessory,Yellow,25,Medium,Safety,Germany,3/10/2022,59.86,186.05
4,Water Bottle,Accessory,Green,54,Small,Safety,Spain,10/21/2020,127.23,286.86
4,Water Bottle,Accessory,Blue,31,Medium,Safety,Italy,6/25/2018,79.54,378.15
3,Bike Lights,Accessory,Yellow,46,Small,Safety,Netherlands,9/16/2020,95.53,181.89
4,Water Bottle,Accessory,Red,69,Medium,Safety,Italy,4/2/2018,95.24,143.47
6,Bike Pump,Accessory,Blue,31,Large,Safety,Germany,2/25/2022,117.71,170.2
2,Bike Bell,Accessory,Blue,46,Small,Safety,Switzerland,4/20/2019,105.98,388.58
6,Bike Pump,Accessory,Yellow,67,Large,Safety,Germany,6/11/2021,93.21,133.03
4,Water Bottle,Accessory,Red,49,Large,Safety,Italy,7/25/2019,50.45,184.07
2,Bike Bell,Accessory,Green,48,Large,Safety,Sweden,6/22/2019,82.6,250.83
4,Water Bottle,Accessory,Blue,64,Large,Safety,Sweden,12/22/2019,89.25,156.41
6,Bike Pump,Accessory,Green,44,Small,Safety,Spain,10/8/2021,141.87,287.3
2,Bike Bell,Accessory,Yellow,44,Large,Safety,Switzerland,10/17/2018,61.69,227.66
2,Bike Bell,Accessory,Blue,61,Medium,Safety,Spain,7/25/2021,88.37,176.08
3,Bike Lights,Accessory,Green,33,Small,Safety,France,6/22/2021,68.71,356.55
4,Water Bottle,Accessory,Yellow,33,Large,Safety,Sweden,2/24/2021,69.51,230.58
4,Water Bottle,Accessory,Red,51,Small,Safety,Italy,12/9/2018,121.01,247.06
3,Bike Lights,Accessory,Yellow,27,Large,Safety,Sweden,12/11/2018,77.49,272.84
5,Cycling Gloves,Accessory,Red,32,Large,Safety,Netherlands,1/17/2021,107.27,198.67
4,Water Bottle,Accessory,Green,59,Small,Safety,Germany,2/16/2022,71.85,241.92
4,Water Bottle,Accessory,Blue,41,Small,Safety,Italy,6/18/2020,84.86,349.6
7,Cycling Jacket,Accessory,Blue,62,Large,Safety,Switzerland,6/3/2021,118.91,361.79
2,Bike Bell,Accessory,Green,38,Large,Safety,Netherlands,3/13/2021,131.35,346.5
5,Cycling Gloves,Accessory,Red,35,Small,Safety,United Kingdom,8/16/2019,82.37,318.61
7,Cycling Jacket,Accessory,Blue,51,Small,Safety,Spain,11/11/2022,141.88,397.93
2,Bike Bell,Accessory,Yellow,70,Small,Safety,Switzerland,9/24/2022,82.21,193.08
5,Cycling Gloves,Accessory,Red,65,Medium,Safety,Italy,7/14/2020,76.87,238.91
5,Cycling Gloves,Accessory,Green,42,Large,Safety,Sweden,7/20/2020,119.47,366.26
1,Bike Lock,Accessory,Red,30,Large,Safety,Netherlands,9/22/2021,123.09,251.07
4,Water Bottle,Accessory,Green,38,Medium,Safety,United Kingdom,10/10/2020,146.81,351.83
3,Bike Lights,Accessory,Red,60,Small,Safety,Netherlands,9/20/2020,107.79,280.69
1,Bike Lock,Accessory,Yellow,65,Medium,Safety,Spain,9/12/2018,128.39,251.38
1,Bike Lock,Accessory,Blue,52,Medium,Safety,United Kingdom,9/28/2018,70.23,314.36
1,Bike Lock,Accessory,Red,66,Medium,Safety,Spain,9/22/2021,86.04,147.67
6,Bike Pump,Accessory,Red,44,Small,Safety,Italy,5/29/2020,122.6,332.69
2,Bike Bell,Accessory,Red,55,Small,Safety,Sweden,11/29/2020,57.79,288.26
6,Bike Pump,Accessory,Yellow,46,Small,Safety,Spain,5/14/2020,131.71,396.74
2,Bike Bell,Accessory,Green,49,Medium,Safety,Netherlands,7/31/2018,58.93,346.64
2,Bike Bell,Accessory,Red,49,Large,Safety,Spain,9/30/2018,127.35,332.12
5,Cycling Gloves,Accessory,Blue,25,Medium,Safety,Germany,12/21/2019,111.03,170.13
5,Cycling Gloves,Accessory,Red,68,Large,Safety,Spain,7/25/2018,94.24,184.74
6,Bike Pump,Accessory,Blue,49,Medium,Safety,Spain,6/9/2022,85.15,243.08
6,Bike Pump,Accessory,Red,30,Large,Safety,United Kingdom,1/16/2022,74.82,290.27
3,Bike Lights,Accessory,Green,38,Large,Safety,Switzerland,3/12/2022,101.77,265.12
1,Bike Lock,Accessory,Red,40,Medium,Safety,Italy,10/20/2020,99.49,156
3,Bike Lights,Accessory,Blue,33,Medium,Safety,Netherlands,5/11/2020,88.68,355.72
7,Cycling Jacket,Accessory,Red,29,Small,Safety,Germany,6/21/2019,51.67,143.57
7,Cycling Jacket,Accessory,Yellow,50,Large,Safety,Switzerland,10/23/2020,100.66,297.86
4,Water Bottle,Accessory,Red,30,Medium,Safety,United Kingdom,11/9/2018,114.05,272.86
1,Bike Lock,Accessory,Yellow,57,Large,Safety,Netherlands,11/15/2018,142.09,392.94
6,Bike Pump,Accessory,Blue,66,Small,Safety,Switzerland,12/1/2021,118.11,143.18
2,Bike Bell,Accessory,Green,30,Large,Safety,France,6/7/2021,142.46,156.9
6,Bike Pump,Accessory,Red,67,Small,Safety,Spain,12/20/2021,124.07,157.85
4,Water Bottle,Accessory,Blue,47,Medium,Safety,United Kingdom,1/16/2022,102.3,340.32
2,Bike Bell,Accessory,Yellow,42,Medium,Safety,Netherlands,3/2/2018,123.29,157.47
5,Cycling Gloves,Accessory,Yellow,29,Medium,Safety,Italy,7/9/2021,76.29,393.14
5,Cycling Gloves,Accessory,Blue,48,Medium,Safety,Netherlands,12/8/2018,55.54,361.32
7,Cycling Jacket,Accessory,Red,31,Small,Safety,Germany,8/25/2018,139.43,310.38
7,Cycling Jacket,Accessory,Blue,25,Small,Safety,Spain,2/24/2020,74.46,254.74
5,Cycling Gloves,Accessory,Yellow,70,Large,Safety,Germany,10/22/2019,124.07,240.33
3,Bike Lights,Accessory,Blue,42,Small,Safety,France,9/2/2018,132.6,282.17
7,Cycling Jacket,Accessory,Green,58,Medium,Safety,Sweden,5/22/2018,148.14,387.37
3,Bike Lights,Accessory,Green,30,Large,Safety,United Kingdom,2/15/2019,105.31,127.19
5,Cycling Gloves,Accessory,Blue,40,Small,Safety,Germany,10/7/2020,96.39,287.72
1,Bike Lock,Accessory,Green,51,Small,Safety,France,7/26/2021,52.39,273.92
7,Cycling Jacket,Accessory,Blue,67,Large,Safety,Italy,9/22/2019,87.63,327.97
2,Bike Bell,Accessory,Red,51,Small,Safety,United Kingdom,10/19/2018,99.2,141.47
2,Bike Bell,Accessory,Red,58,Large,Safety,Italy,7/27/2020,91.31,371.28
2,Bike Bell,Accessory,Yellow,65,Large,Safety,France,3/8/2021,132,145.58
2,Bike Bell,Accessory,Green,40,Medium,Safety,Switzerland,6/29/2022,79.17,359
4,Water Bottle,Accessory,Blue,42,Small,Safety,Italy,10/6/2018,73.36,384.48
2,Bike Bell,Accessory,Blue,53,Medium,Safety,Netherlands,1/2/2021,96.61,236.79
3,Bike Lights,Accessory,Red,54,Small,Safety,United Kingdom,11/19/2018,76.5,157.98
7,Cycling Jacket,Accessory,Red,45,Large,Safety,Switzerland,12/30/2019,64.83,320.57
3,Bike Lights,Accessory,Blue,41,Small,Safety,Sweden,4/8/2020,132.01,172.81
4,Water Bottle,Accessory,Blue,31,Small,Safety,France,1/25/2018,130.39,163.44
2,Bike Bell,Accessory,Green,50,Small,Safety,Italy,8/13/2021,87.22,298.33
1,Bike Lock,Accessory,Red,29,Medium,Safety,Spain,7/16/2022,69.78,302.65
1,Bike Lock,Accessory,Yellow,27,Medium,Safety,Switzerland,3/21/2021,144.23,138.93
1,Bike Lock,Accessory,Green,49,Medium,Safety,Spain,3/16/2019,118.32,172.52
4,Water Bottle,Accessory,Yellow,34,Medium,Safety,United Kingdom,5/19/2019,53.46,295.27
5,Cycling Gloves,Accessory,Blue,55,Large,Safety,Switzerland,10/9/2018,56.1,201.94
7,Cycling Jacket,Accessory,Yellow,58,Large,Safety,France,1/18/2021,74.91,398.37
3,Bike Lights,Accessory,Yellow,55,Medium,Safety,Netherlands,3/4/2021,104.45,258.29
2,Bike Bell,Accessory,Red,26,Medium,Safety,United Kingdom,7/19/2022,81.89,185.23
5,Cycling Gloves,Accessory,Blue,47,Large,Safety,Italy,11/23/2018,126.68,399.89
2,Bike Bell,Accessory,Blue,42,Large,Safety,France,2/18/2022,103.37,342.59
7,Cycling Jacket,Accessory,Blue,49,Small,Safety,Spain,9/28/2022,85.48,355.79
5,Cycling Gloves,Accessory,Green,45,Large,Safety,France,4/26/2021,130.62,316.85
5,Cycling Gloves,Accessory,Green,34,Small,Safety,Sweden,7/18/2022,106.31,176.76
4,Water Bottle,Accessory,Yellow,27,Small,Safety,France,3/25/2019,59.03,188.97
3,Bike Lights,Accessory,Green,64,Small,Safety,Spain,1/8/2022,70.15,160.88
1,Bike Lock,Accessory,Green,34,Small,Safety,Italy,5/5/2022,108.66,377.24
3,Bike Lights,Accessory,Green,70,Medium,Safety,Netherlands,7/26/2018,144.19,233.79
2,Bike Bell,Accessory,Green,35,Small,Safety,Sweden,8/2/2021,123.24,245.14
6,Bike Pump,Accessory,Blue,60,Large,Safety,Netherlands,5/31/2022,119.36,380.43
5,Cycling Gloves,Accessory,Blue,36,Large,Safety,Spain,8/27/2019,87.84,326.85
1,Bike Lock,Accessory,Blue,69,Large,Safety,France,4/28/2022,144.87,232.69
3,Bike Lights,Accessory,Green,64,Large,Safety,Spain,10/13/2020,72.09,280.53
1,Bike Lock,Accessory,Green,40,Medium,Safety,Italy,7/26/2021,84.68,212.87
1,Bike Lock,Accessory,Red,41,Large,Safety,United Kingdom,12/19/2019,70.97,315.62
1,Bike Lock,Accessory,Yellow,28,Medium,Safety,Switzerland,12/7/2018,88.59,326.46
3,Bike Lights,Accessory,Blue,59,Medium,Safety,Germany,6/4/2022,87.53,352.92
1,Bike Lock,Accessory,Green,27,Small,Safety,Italy,8/3/2018,79.49,212.65
4,Water Bottle,Accessory,Yellow,35,Large,Safety,Netherlands,7/10/2018,123.2,275.44
1,Bike Lock,Accessory,Blue,52,Small,Safety,Switzerland,12/28/2022,144.24,170.37
1,Bike Lock,Accessory,Green,46,Medium,Safety,United Kingdom,11/28/2021,70.56,177.25
2,Bike Bell,Accessory,Blue,31,Small,Safety,Sweden,9/17/2022,54.96,282.24
3,Bike Lights,Accessory,Blue,25,Small,Safety,Sweden,9/17/2021,92.76,206
1,Bike Lock,Accessory,Red,38,Medium,Safety,Sweden,6/17/2018,67.08,205.25
7,Cycling Jacket,Accessory,Yellow,50,Small,Safety,Italy,6/27/2019,97.09,371.09
3,Bike Lights,Accessory,Yellow,49,Medium,Safety,Sweden,6/24/2019,86.94,247.59
2,Bike Bell,Accessory,Red,42,Large,Safety,Italy,11/27/2021,106.42,166.56
3,Bike Lights,Accessory,Yellow,59,Large,Safety,France,4/11/2019,91.4,333.03
4,Water Bottle,Accessory,Yellow,59,Medium,Safety,Germany,3/18/2021,118.71,382.5
1,Bike Lock,Accessory,Red,50,Medium,Safety,Spain,10/25/2020,140.28,321.43
2,Bike Bell,Accessory,Yellow,35,Small,Safety,France,9/16/2018,147.22,347.33
6,Bike Pump,Accessory,Green,52,Large,Safety,United Kingdom,10/30/2018,70.19,351.21
7,Cycling Jacket,Accessory,Green,29,Large,Safety,Netherlands,2/4/2021,58.7,278
4,Water Bottle,Accessory,Red,25,Medium,Safety,Switzerland,12/6/2020,128.66,296.34
2,Bike Bell,Accessory,Red,34,Medium,Safety,Italy,7/25/2018,106.66,285.24
7,Cycling Jacket,Accessory,Yellow,59,Large,Safety,Switzerland,6/25/2019,138.01,366.42
5,Cycling Gloves,Accessory,Red,55,Medium,Safety,Switzerland,10/22/2018,53.75,200.74
3,Bike Lights,Accessory,Red,69,Medium,Safety,Netherlands,7/5/2019,73.76,330.08
7,Cycling Jacket,Accessory,Blue,44,Small,Safety,Italy,10/24/2022,81.09,356.78
3,Bike Lights,Accessory,Red,53,Small,Safety,Switzerland,2/1/2022,127.4,213.24
4,Water Bottle,Accessory,Red,38,Large,Safety,Netherlands,9/19/2020,141.34,236.97
7,Cycling Jacket,Accessory,Red,35,Small,Safety,Spain,4/6/2020,56.56,320.13
2,Bike Bell,Accessory,Green,37,Large,Safety,France,7/23/2020,133.7,193.61
2,Bike Bell,Accessory,Red,42,Small,Safety,Italy,3/23/2020,86.84,252.66
3,Bike Lights,Accessory,Green,56,Medium,Safety,Sweden,11/18/2022,109.4,173.84
2,Bike Bell,Accessory,Yellow,41,Small,Safety,France,8/7/2019,124.9,314.43
2,Bike Bell,Accessory,Blue,61,Medium,Safety,Germany,3/30/2019,127.98,183.94
6,Bike Pump,Accessory,Yellow,51,Small,Safety,France,4/21/2022,101.33,362.77
6,Bike Pump,Accessory,Green,36,Medium,Safety,United Kingdom,6/1/2019,110.11,127.33
4,Water Bottle,Accessory,Red,47,Small,Safety,Switzerland,9/11/2019,95.9,185.01
5,Cycling Gloves,Accessory,Green,67,Large,Safety,United Kingdom,2/23/2021,146.65,355.83
1,Bike Lock,Accessory,Green,55,Medium,Safety,Netherlands,8/4/2021,56.38,396.8
6,Bike Pump,Accessory,Blue,70,Small,Safety,Spain,1/21/2019,145.22,304.15
7,Cycling Jacket,Accessory,Yellow,63,Medium,Safety,France,10/14/2018,90.41,212.89
3,Bike Lights,Accessory,Green,51,Large,Safety,Germany,4/9/2021,90.46,327.6
6,Bike Pump,Accessory,Green,39,Small,Safety,Netherlands,9/1/2020,118.63,300.54
7,Cycling Jacket,Accessory,Blue,67,Large,Safety,Sweden,7/19/2018,137.65,174.81
3,Bike Lights,Accessory,Red,60,Small,Safety,Netherlands,10/24/2021,126.29,175.34
3,Bike Lights,Accessory,Green,39,Medium,Safety,Netherlands,6/3/2022,124.42,209.45
5,Cycling Gloves,Accessory,Yellow,43,Small,Safety,Italy,4/20/2018,96.38,157.39
5,Cycling Gloves,Accessory,Red,32,Small,Safety,Switzerland,9/4/2019,136.75,229.96
2,Bike Bell,Accessory,Green,37,Large,Safety,Spain,7/26/2020,84.27,396.48
2,Bike Bell,Accessory,Red,30,Small,Safety,Netherlands,12/29/2018,98.76,298.53
4,Water Bottle,Accessory,Yellow,42,Small,Safety,Spain,3/26/2021,70.94,337.72
2,Bike Bell,Accessory,Yellow,64,Small,Safety,Sweden,5/28/2020,93.37,243.09
1,Bike Lock,Accessory,Blue,59,Small,Safety,Netherlands,1/29/2018,69.94,227.6
6,Bike Pump,Accessory,Green,25,Small,Safety,Netherlands,11/21/2021,112.67,193.43
1,Bike Lock,Accessory,Green,49,Medium,Safety,France,5/14/2018,100.33,209.18
4,Water Bottle,Accessory,Green,58,Medium,Safety,Spain,12/24/2022,109.64,217.9
3,Bike Lights,Accessory,Red,37,Small,Safety,Switzerland,7/21/2022,66.49,374.4
2,Bike Bell,Accessory,Red,33,Medium,Safety,Spain,10/30/2020,71.12,131.03
6,Bike Pump,Accessory,Red,66,Large,Safety,United Kingdom,8/4/2021,129.21,228.18
1,Bike Lock,Accessory,Yellow,67,Medium,Safety,Italy,4/9/2018,60.81,354.93
4,Water Bottle,Accessory,Red,32,Medium,Safety,Germany,11/10/2018,104.73,255.46
4,Water Bottle,Accessory,Yellow,67,Small,Safety,Spain,6/29/2021,60.1,268.09
5,Cycling Gloves,Accessory,Blue,64,Large,Safety,Sweden,8/6/2018,61.77,156.35
2,Bike Bell,Accessory,Green,41,Small,Safety,Switzerland,1/4/2020,133.15,392.61
1,Bike Lock,Accessory,Blue,60,Small,Safety,Netherlands,9/11/2020,99.64,182.12
1,Bike Lock,Accessory,Blue,67,Small,Safety,Sweden,3/21/2021,58.9,155.37
7,Cycling Jacket,Accessory,Yellow,57,Medium,Safety,Germany,6/9/2019,57.5,323.98
3,Bike Lights,Accessory,Green,54,Medium,Safety,France,11/26/2022,55.01,348.62
7,Cycling Jacket,Accessory,Red,68,Small,Safety,France,7/14/2018,81.27,328.1
6,Bike Pump,Accessory,Red,66,Medium,Safety,United Kingdom,6/15/2020,67.05,223.32
7,Cycling Jacket,Accessory,Yellow,46,Large,Safety,United Kingdom,7/23/2020,68.29,235.21
7,Cycling Jacket,Accessory,Red,55,Small,Safety,Spain,6/21/2022,129.99,303.43
6,Bike Pump,Accessory,Yellow,28,Large,Safety,Switzerland,8/1/2018,148.16,357.2
6,Bike Pump,Accessory,Blue,53,Medium,Safety,France,1/5/2020,68.13,229.43
4,Water Bottle,Accessory,Green,32,Small,Safety,United Kingdom,5/10/2018,138.76,246.19
6,Bike Pump,Accessory,Green,68,Large,Safety,Germany,1/22/2022,102.48,329.5
5,Cycling Gloves,Accessory,Yellow,69,Medium,Safety,Germany,9/17/2021,120.06,151.19
6,Bike Pump,Accessory,Red,68,Large,Safety,France,8/20/2022,114.14,165.88
2,Bike Bell,Accessory,Red,57,Medium,Safety,Spain,11/16/2022,134.88,359.26
3,Bike Lights,Accessory,Yellow,40,Medium,Safety,Germany,11/4/2020,83.09,201.49
7,Cycling Jacket,Accessory,Red,40,Medium,Safety,Sweden,3/19/2021,57.88,247.15
4,Water Bottle,Accessory,Red,45,Medium,Safety,France,8/31/2021,61.87,261.78
4,Water Bottle,Accessory,Blue,27,Large,Safety,United Kingdom,7/6/2018,105.71,125.05
6,Bike Pump,Accessory,Yellow,54,Medium,Safety,Germany,4/22/2018,145.04,224.92
5,Cycling Gloves,Accessory,Red,64,Small,Safety,Sweden,1/15/2020,110,322.08
7,Cycling Jacket,Accessory,Green,67,Large,Safety,United Kingdom,8/27/2022,72.17,218.87
1,Bike Lock,Accessory,Red,27,Medium,Safety,Switzerland,8/11/2022,139.69,260.42
5,Cycling Gloves,Accessory,Yellow,37,Small,Safety,Germany,3/15/2020,68.75,380.81
6,Bike Pump,Accessory,Yellow,46,Medium,Safety,Italy,7/20/2021,60.78,238.98
6,Bike Pump,Accessory,Red,62,Large,Safety,France,10/18/2020,145.62,162.02
4,Water Bottle,Accessory,Blue,62,Small,Safety,Spain,12/29/2018,98.29,264.79
4,Water Bottle,Accessory,Yellow,67,Large,Safety,Switzerland,10/29/2020,110.05,367.74
6,Bike Pump,Accessory,Blue,40,Small,Safety,Sweden,8/26/2019,77.36,389.99
4,Water Bottle,Accessory,Blue,63,Small,Apparel,Netherlands,9/5/2019,120,330.82
2,Bike Bell,Accessory,Blue,64,Large,Apparel,Spain,10/9/2021,121.44,313.82
5,Cycling Gloves,Accessory,Yellow,69,Large,Apparel,Netherlands,4/8/2022,113.69,320.35
5,Cycling Gloves,Accessory,Yellow,67,Small,Apparel,United Kingdom,9/20/2022,121.01,310.42
5,Cycling Gloves,Accessory,Blue,31,Medium,Apparel,France,10/4/2021,52.53,164.96
7,Cycling Jacket,Accessory,Green,35,Small,Apparel,France,10/27/2018,148.35,312.93
7,Cycling Jacket,Accessory,Yellow,59,Small,Apparel,Germany,7/29/2018,53.23,348.86
5,Cycling Gloves,Accessory,Yellow,69,Large,Apparel,Switzerland,2/21/2020,78.76,307.74
3,Bike Lights,Accessory,Blue,60,Large,Apparel,Sweden,2/20/2019,55.38,329.51
6,Bike Pump,Accessory,Blue,70,Medium,Apparel,Germany,1/24/2021,114.76,332.65
4,Water Bottle,Accessory,Yellow,36,Small,Apparel,Italy,12/22/2018,148.35,145.48
4,Water Bottle,Accessory,Red,42,Medium,Apparel,United Kingdom,4/11/2021,105.66,160.77
4,Water Bottle,Accessory,Green,70,Medium,Apparel,France,10/23/2019,143.75,135.98
7,Cycling Jacket,Accessory,Blue,61,Small,Apparel,Netherlands,12/20/2021,105.02,145.04
5,Cycling Gloves,Accessory,Red,29,Medium,Apparel,Switzerland,1/17/2021,128.63,168.83
2,Bike Bell,Accessory,Yellow,38,Large,Apparel,Germany,8/25/2019,116.33,216.04
7,Cycling Jacket,Accessory,Blue,66,Small,Apparel,Germany,7/1/2020,50.88,308.96
6,Bike Pump,Accessory,Green,45,Large,Apparel,Switzerland,8/21/2018,88.14,343.96
6,Bike Pump,Accessory,Yellow,43,Medium,Apparel,Netherlands,4/27/2022,52.47,267.14
1,Bike Lock,Accessory,Red,43,Small,Apparel,Italy,11/18/2020,139.83,177.94
7,Cycling Jacket,Accessory,Yellow,59,Small,Apparel,Germany,3/8/2019,103.32,297.41
2,Bike Bell,Accessory,Red,59,Large,Apparel,Switzerland,2/27/2022,132.87,366.63
6,Bike Pump,Accessory,Red,34,Small,Apparel,Italy,3/19/2018,52.38,322.14
2,Bike Bell,Accessory,Yellow,41,Medium,Apparel,United Kingdom,4/12/2019,105.81,283.11
4,Water Bottle,Accessory,Red,65,Large,Apparel,Italy,3/8/2020,90.44,212.01
6,Bike Pump,Accessory,Green,64,Large,Apparel,Italy,4/4/2018,56.32,330.14
1,Bike Lock,Accessory,Yellow,43,Medium,Apparel,United Kingdom,6/27/2018,128.69,207.87
4,Water Bottle,Accessory,Yellow,67,Large,Apparel,Spain,3/27/2019,53.08,167.99
3,Bike Lights,Accessory,Red,65,Large,Apparel,Netherlands,6/17/2022,64.41,311.25
7,Cycling Jacket,Accessory,Red,60,Medium,Apparel,Switzerland,3/18/2021,64.14,136.49
2,Bike Bell,Accessory,Blue,47,Small,Apparel,Spain,10/10/2022,71.17,374.05
